mouse_cns_E14_rep1	mouse_cns_E14_rep2	mouse_cns_E18_rep1	mouse_cns_E18_rep2
ENSMUSG00000030365	0.0	0.0	0.0	0.0
ENSMUSG00000030366	0.0	0.0	0.0	0.0
ENSMUSG00000030368	0.0	0.0	0.0	0.0
ENSMUSG00000030373	0.0	0.0	0.0	0.0
ENSMUSG00000030374	211.21	280.23	198.7	230.85
ENSMUSG00000030376	33.53	24.1	35.85	28.99
ENSMUSG00000030378	0.0	0.0	0.0	0.0
ENSMUSG00000030380	11.09	9.54	6.12	5.47
ENSMUSG00000030382	10.67	0.0	0.0	0.0
ENSMUSG00000030385	0.0	0.0	0.0	0.0
ENSMUSG00000030386	16.02	19.32	22.33	24.49
ENSMUSG00000030393	22.17	28.69	27.52	22.27
ENSMUSG00000030397	65.53	61.43	52.2	55.57
ENSMUSG00000030399	18.21	0.0	3.36	132.73
ENSMUSG00000030400	106.78	68.73	74.28	81.85
ENSMUSG00000030401	90.19	147.02	127.37	153.54
ENSMUSG00000030402	0.0	1.9	2.85	0.0
ENSMUSG00000030403	70.08	71.62	57.43	42.8
ENSMUSG00000030406	13.91	10.25	30.73	33.2
ENSMUSG00000030407	19.43	14.33	21.46	14.64
ENSMUSG00000030409	105.0	95.37	79.11	77.32
ENSMUSG00000030410	141.78	160.37	177.12	191.86
ENSMUSG00000030411	31.45	23.77	31.15	23.03
ENSMUSG00000030413	15.26	0.0	0.0	17.3
ENSMUSG00000030417	198.1	211.21	256.94	167.96
ENSMUSG00000030421	22.73	15.96	26.34	21.41
ENSMUSG00000030423	72.68	85.41	68.38	65.79
ENSMUSG00000030424	0.0	11.12	0.0	19.1
ENSMUSG00000030427	0.0	0.0	0.0	0.0
ENSMUSG00000030428	219.12	281.63	256.02	276.83
ENSMUSG00000030431	3.24	4.77	7.17	2.45
ENSMUSG00000030432	894.79	559.87	653.55	330.46
ENSMUSG00000030433	0.0	0.0	0.0	0.0
ENSMUSG00000030435	378.63	399.41	276.38	278.33
ENSMUSG00000030443	11.0	11.92	12.14	24.97
ENSMUSG00000030446	10.44	6.42	5.77	2.62
ENSMUSG00000030447	38.13	69.75	42.12	34.11
ENSMUSG00000030450	1.47	0.0	0.0	0.0
ENSMUSG00000030451	26.14	28.05	34.36	37.15
ENSMUSG00000030452	22.89	14.36	29.51	47.42
ENSMUSG00000030463	0.0	0.0	0.0	0.0
ENSMUSG00000030465	11.04	10.29	19.98	22.41
ENSMUSG00000030468	1.56	0.0	0.0	0.0
ENSMUSG00000030469	7.38	11.83	12.18	12.59
ENSMUSG00000030470	5.51	0.0	0.0	0.0
ENSMUSG00000030471	31.74	28.35	33.05	32.74
ENSMUSG00000030472	0.0	0.0	0.0	0.0
ENSMUSG00000030474	0.0	0.0	0.0	0.0
ENSMUSG00000030483	0.0	0.0	0.0	0.0
ENSMUSG00000030484	0.0	0.0	0.0	0.0
ENSMUSG00000030486	0.0	3.15	7.07	8.04
ENSMUSG00000030491	0.0	0.0	0.0	0.0
ENSMUSG00000030492	0.0	0.0	2.61	0.0
ENSMUSG00000030493	4.87	12.49	2.74	7.47
ENSMUSG00000030494	2.6	1.92	2.86	0.84
ENSMUSG00000030495	10.39	7.65	11.65	28.54
ENSMUSG00000030498	19.98	24.46	4.13	12.64
ENSMUSG00000030499	85.29	87.63	83.12	70.54
ENSMUSG00000030500	40.36	32.5	25.73	40.55
ENSMUSG00000030505	50.64	37.92	58.85	47.14
ENSMUSG00000030507	11.71	12.95	0.0	1.47
ENSMUSG00000030509	7.73	12.32	0.96	7.92
ENSMUSG00000030510	1.21	0.89	2.67	0.0
ENSMUSG00000030512	67.21	91.0	113.25	81.43
ENSMUSG00000030513	12.89	5.56	3.11	4.96
ENSMUSG00000030515	8.64	11.85	16.35	14.53
ENSMUSG00000030516	28.16	32.11	25.3	22.7
ENSMUSG00000030518	21.39	25.96	25.06	51.69
ENSMUSG00000030519	134.77	137.76	189.93	149.22
ENSMUSG00000030521	7.39	23.16	10.2	11.18
ENSMUSG00000030522	6.89	5.93	8.01	6.4
ENSMUSG00000030523	1.29	0.0	0.0	0.0
ENSMUSG00000030525	2.19	8.06	7.88	16.45
ENSMUSG00000030527	12.9	17.26	16.52	7.36
ENSMUSG00000030528	7.56	7.45	1.85	5.06
ENSMUSG00000030530	27.99	19.35	31.18	12.99
ENSMUSG00000030532	11.15	16.3	18.55	12.62
ENSMUSG00000030533	52.77	45.31	111.25	66.45
ENSMUSG00000030534	42.77	23.59	53.03	43.31
ENSMUSG00000030536	24.26	15.28	19.35	17.89
ENSMUSG00000030538	26.62	35.06	34.07	33.16
ENSMUSG00000030539	15.32	15.86	13.1	6.16
ENSMUSG00000030541	281.21	277.03	195.53	159.79
ENSMUSG00000030543	0.0	1.57	0.0	0.0
ENSMUSG00000030544	0.0	0.0	0.0	0.0
ENSMUSG00000030545	9.79	12.81	24.98	13.39
ENSMUSG00000030546	0.0	0.0	0.0	0.0
ENSMUSG00000030549	3.91	1.44	2.16	1.47
ENSMUSG00000030551	105.72	78.98	47.91	55.51
ENSMUSG00000030553	0.0	0.0	0.0	0.0
ENSMUSG00000030554	2.73	1.51	10.15	5.65
ENSMUSG00000030555	13.05	37.91	4.75	17.3
ENSMUSG00000030556	13.54	18.0	10.81	15.43
ENSMUSG00000030557	36.69	28.68	35.12	37.55
ENSMUSG00000030559	5.8	0.0	0.0	2.19
ENSMUSG00000030560	7.05	19.66	1.78	2.14
ENSMUSG00000030562	2.04	4.19	0.0	4.62
ENSMUSG00000030577	0.0	0.0	0.0	0.0
ENSMUSG00000030579	40.24	43.66	11.22	22.83
ENSMUSG00000030583	10.88	10.56	12.48	5.96
ENSMUSG00000030584	133.89	82.51	87.93	89.07
ENSMUSG00000030587	0.0	0.0	0.0	0.0
ENSMUSG00000030588	67.63	50.16	75.35	78.25
ENSMUSG00000030589	2.04	6.03	5.4	5.3
ENSMUSG00000030590	38.44	36.63	14.81	23.87
ENSMUSG00000030591	227.68	229.62	205.12	190.76
ENSMUSG00000030592	5.85	4.51	6.72	6.61
ENSMUSG00000030595	22.56	23.36	44.2	34.65
ENSMUSG00000030598	7.52	1.69	0.0	4.98
ENSMUSG00000030600	37.68	34.21	34.11	40.34
ENSMUSG00000030602	19.41	20.51	12.33	12.37
ENSMUSG00000030603	267.25	230.67	328.67	225.83
ENSMUSG00000030604	0.0	4.36	6.62	4.51
ENSMUSG00000030605	93.58	72.0	137.09	172.77
ENSMUSG00000030606	1.19	0.0	5.24	0.89
ENSMUSG00000030607	24.79	0.76	0.57	1.17
ENSMUSG00000030609	54.29	51.25	21.26	45.19
ENSMUSG00000030610	10.85	16.93	11.98	6.81
ENSMUSG00000030611	53.72	85.62	63.35	52.97
ENSMUSG00000030612	24.26	29.67	26.86	36.61
ENSMUSG00000030613	18.49	42.8	32.13	42.64
ENSMUSG00000030614	25.47	29.16	20.15	26.64
ENSMUSG00000030615	43.91	49.69	34.35	70.85
ENSMUSG00000030616	5.89	2.33	1.16	1.58
ENSMUSG00000030617	0.0	0.0	0.0	0.0
ENSMUSG00000030619	43.02	36.48	17.67	22.51
ENSMUSG00000030621	2.3	0.64	2.51	8.86
ENSMUSG00000030623	0.0	0.0	0.0	0.0
ENSMUSG00000030629	55.66	74.53	53.13	80.12
ENSMUSG00000030630	11.61	10.68	25.69	10.95
ENSMUSG00000030636	0.0	0.0	0.0	0.0
ENSMUSG00000030638	39.66	38.93	61.38	65.79
ENSMUSG00000030641	1.57	2.58	3.47	2.63
ENSMUSG00000030643	8.03	4.91	28.66	23.06
ENSMUSG00000030647	319.22	370.47	270.47	373.26
ENSMUSG00000030649	168.13	192.64	90.09	144.37
ENSMUSG00000030650	0.0	0.0	0.0	0.0
ENSMUSG00000030651	0.0	0.0	0.0	0.0
ENSMUSG00000030652	82.46	42.28	52.12	79.59
ENSMUSG00000030653	31.94	14.79	41.86	37.56
ENSMUSG00000030654	204.2	201.29	225.54	231.6
ENSMUSG00000030655	25.29	22.83	26.02	32.48
ENSMUSG00000030657	8.64	6.39	5.45	5.75
ENSMUSG00000030659	7.48	9.18	24.79	9.4
ENSMUSG00000030660	12.37	12.31	5.39	6.09
ENSMUSG00000030662	86.98	93.21	80.75	76.07
ENSMUSG00000030663	157.17	164.04	208.55	220.9
ENSMUSG00000030664	0.0	0.0	0.0	0.0
ENSMUSG00000030666	0.0	0.0	0.0	0.0
ENSMUSG00000030669	9.3	3.41	5.15	21.05
ENSMUSG00000030670	0.0	3.76	0.0	4.0
ENSMUSG00000030671	6.21	9.3	8.31	4.37
ENSMUSG00000030672	97.39	4.74	0.0	166.72
ENSMUSG00000030674	7.98	0.0	2.2	0.0
ENSMUSG00000030677	47.54	40.9	4.38	10.45
ENSMUSG00000030678	243.07	267.52	214.82	169.12
ENSMUSG00000030680	69.66	67.8	63.13	53.0
ENSMUSG00000030681	4.2	2.09	3.12	2.13
ENSMUSG00000030682	81.46	76.27	99.73	86.31
ENSMUSG00000030683	93.72	56.15	73.0	119.96
ENSMUSG00000030685	64.98	110.56	138.26	101.75
ENSMUSG00000030688	38.58	23.43	31.04	27.74
ENSMUSG00000030689	76.04	52.14	100.13	56.51
ENSMUSG00000030691	45.47	41.15	54.89	44.87
ENSMUSG00000030693	0.0	0.0	0.0	0.0
ENSMUSG00000030695	471.58	369.35	505.64	530.24
ENSMUSG00000030697	198.96	109.05	59.7	134.8
ENSMUSG00000030699	2.44	0.0	0.0	0.0
ENSMUSG00000030701	4.8	9.03	9.48	19.42
ENSMUSG00000030703	0.0	0.0	0.0	0.0
ENSMUSG00000030704	109.06	125.4	216.41	213.9
ENSMUSG00000030706	59.58	136.84	131.1	193.25
ENSMUSG00000030707	62.44	98.72	164.37	150.05
ENSMUSG00000030708	0.0	5.64	0.0	4.29
ENSMUSG00000030711	6.54	0.0	13.76	20.37
ENSMUSG00000030713	0.0	0.0	0.0	0.0
ENSMUSG00000030714	43.27	59.56	69.24	56.84
ENSMUSG00000030717	17.54	0.0	6.93	5.65
ENSMUSG00000030718	112.75	117.23	135.82	113.31
ENSMUSG00000030720	50.25	34.66	66.56	85.59
ENSMUSG00000030722	14.8	23.05	5.11	11.22
ENSMUSG00000030724	0.0	0.0	0.0	0.0
ENSMUSG00000030725	12.61	3.71	2.79	11.41
ENSMUSG00000030726	37.66	63.61	59.7	47.78
ENSMUSG00000030727	71.37	24.24	75.25	28.4
ENSMUSG00000030729	30.99	21.39	62.62	54.71
ENSMUSG00000030730	39.84	0.0	0.0	29.94
ENSMUSG00000030731	13.63	27.99	40.87	34.58
ENSMUSG00000030732	0.0	0.0	0.0	0.0
ENSMUSG00000030733	59.42	59.53	49.69	58.6
ENSMUSG00000030735	0.0	0.0	3.52	5.36
ENSMUSG00000030737	5.32	4.61	4.89	5.34
ENSMUSG00000030738	125.34	148.51	102.11	118.32
ENSMUSG00000030739	1.18	0.44	1.32	8.26
ENSMUSG00000030741	77.73	110.01	126.11	138.84
ENSMUSG00000030742	3.55	0.0	0.0	0.0
ENSMUSG00000030744	729.33	723.92	677.41	760.46
ENSMUSG00000030745	1.9	2.26	0.0	0.0
ENSMUSG00000030747	9.0	13.28	21.86	17.64
ENSMUSG00000030748	13.04	7.02	11.01	4.33
ENSMUSG00000030750	80.08	52.89	66.5	40.86
ENSMUSG00000030751	257.68	251.23	230.28	285.09
ENSMUSG00000030752	3.38	6.41	3.73	8.91
ENSMUSG00000030753	46.75	45.83	51.36	47.16
ENSMUSG00000030754	74.03	63.38	50.58	69.07
ENSMUSG00000030757	25.24	17.77	15.22	26.28
ENSMUSG00000030759	63.6	45.52	72.08	87.5
ENSMUSG00000030760	28.49	9.16	3.16	49.54
ENSMUSG00000030761	35.48	28.82	35.72	33.45
ENSMUSG00000030762	0.0	0.0	0.0	0.0
ENSMUSG00000030763	25.23	25.51	111.63	76.11
ENSMUSG00000030766	23.05	19.94	13.97	11.86
ENSMUSG00000030769	0.0	0.0	2.08	0.0
ENSMUSG00000030770	40.91	35.48	23.15	23.62
ENSMUSG00000030771	0.0	0.0	1.98	6.81
ENSMUSG00000030772	15.21	12.97	19.37	17.63
ENSMUSG00000030774	111.6	86.29	108.22	107.72
ENSMUSG00000030775	0.0	0.0	0.0	0.0
ENSMUSG00000030779	59.75	44.69	83.25	87.02
ENSMUSG00000030780	20.37	26.61	20.72	19.74
ENSMUSG00000030781	0.0	0.0	0.0	0.0
ENSMUSG00000030782	29.34	21.72	21.1	8.2
ENSMUSG00000030785	8.01	0.0	0.0	12.11
ENSMUSG00000030786	0.0	0.66	30.42	1.42
ENSMUSG00000030787	1.53	3.4	6.77	0.0
ENSMUSG00000030788	9.75	28.64	43.4	29.55
ENSMUSG00000030789	0.0	0.0	0.0	0.0
ENSMUSG00000030790	0.0	4.57	0.0	0.0
ENSMUSG00000030792	0.0	0.0	0.0	3.95
ENSMUSG00000030793	3.06	6.75	0.0	2.31
ENSMUSG00000030795	771.08	828.16	561.35	504.95
ENSMUSG00000030796	302.18	235.8	55.32	89.79
ENSMUSG00000030798	0.0	0.0	0.0	0.0
ENSMUSG00000030800	5.17	0.0	0.0	1.95
ENSMUSG00000030801	29.55	21.75	17.82	36.46
ENSMUSG00000030802	104.19	88.53	32.04	59.5
ENSMUSG00000030804	81.04	52.47	90.03	56.11
ENSMUSG00000030805	85.68	48.58	55.04	83.8
ENSMUSG00000030806	107.52	88.65	125.32	102.07
ENSMUSG00000030811	109.14	119.92	109.23	115.12
ENSMUSG00000030814	75.83	70.39	68.74	54.28
ENSMUSG00000030815	114.63	88.49	98.68	147.32
ENSMUSG00000030816	48.58	49.73	37.11	38.02
ENSMUSG00000030822	123.25	72.11	64.58	30.33
ENSMUSG00000030823	3.06	3.89	3.22	1.51
ENSMUSG00000030824	135.13	137.72	76.6	74.48
ENSMUSG00000030825	0.0	0.0	0.0	0.0
ENSMUSG00000030826	40.63	17.01	27.35	26.19
ENSMUSG00000030827	0.0	0.0	0.0	0.0
ENSMUSG00000030830	1.01	0.79	0.0	0.76
ENSMUSG00000030834	0.0	0.0	0.85	1.75
ENSMUSG00000030835	33.68	27.59	39.16	38.4
ENSMUSG00000030838	9.28	0.0	0.0	1.96
ENSMUSG00000030839	5.9	33.84	121.29	50.36
ENSMUSG00000030842	149.78	118.23	103.62	149.71
ENSMUSG00000030844	75.04	27.7	50.36	69.0
ENSMUSG00000030846	224.36	214.08	136.37	123.76
ENSMUSG00000030847	1.54	3.42	1.7	2.33
ENSMUSG00000030849	54.34	64.86	36.24	30.34
ENSMUSG00000030850	24.85	18.99	22.84	18.1
ENSMUSG00000030851	0.0	0.0	0.0	0.0
ENSMUSG00000030852	48.39	35.49	32.55	28.11
ENSMUSG00000030854	146.48	161.16	187.23	204.21
ENSMUSG00000030858	0.0	0.0	0.0	0.0
ENSMUSG00000030859	0.0	0.0	0.0	0.0
ENSMUSG00000030861	24.64	40.59	35.89	26.56
ENSMUSG00000030862	7.29	0.0	2.11	5.45
ENSMUSG00000030865	0.0	2.16	3.25	0.0
ENSMUSG00000030866	0.0	1.97	7.35	1.0
ENSMUSG00000030867	40.54	33.99	10.18	9.72
ENSMUSG00000030868	119.89	97.41	119.11	128.66
ENSMUSG00000030869	196.78	208.12	158.5	125.43
ENSMUSG00000030870	97.29	60.01	81.57	73.53
ENSMUSG00000030871	2.36	2.91	7.54	6.71
ENSMUSG00000030872	59.43	81.09	78.11	84.2
ENSMUSG00000030873	0.0	0.0	0.0	0.0
ENSMUSG00000030876	93.27	119.02	103.06	121.76
ENSMUSG00000030877	0.0	0.0	0.0	0.0
ENSMUSG00000030878	39.7	29.32	17.53	28.75
ENSMUSG00000030879	35.65	44.15	30.73	53.51
ENSMUSG00000030880	20.15	25.73	23.24	14.49
ENSMUSG00000030881	107.55	139.65	64.97	101.31
ENSMUSG00000030882	15.18	11.58	13.21	3.96
ENSMUSG00000030884	233.72	245.38	359.97	246.2
ENSMUSG00000030887	0.0	0.0	3.62	0.0
ENSMUSG00000030888	20.2	23.92	20.42	26.4
ENSMUSG00000030889	2.35	6.25	0.0	6.45
ENSMUSG00000030890	403.82	166.6	249.45	149.23
ENSMUSG00000030894	36.52	26.99	15.87	20.85
ENSMUSG00000030895	0.0	2.12	0.0	0.0
ENSMUSG00000030897	0.0	1.2	0.0	0.0
ENSMUSG00000030898	3.23	0.0	7.24	5.21
ENSMUSG00000030905	34.28	19.28	58.6	65.13
ENSMUSG00000030909	0.0	0.0	0.0	0.0
ENSMUSG00000030911	0.0	0.0	0.0	0.0
ENSMUSG00000030917	17.55	6.92	7.69	11.82
ENSMUSG00000030921	2.07	2.29	0.0	0.0
ENSMUSG00000030922	15.86	3.87	9.75	5.17
ENSMUSG00000030924	11.48	36.21	0.0	4.65
ENSMUSG00000030929	8.13	7.07	8.68	10.16
ENSMUSG00000030930	9.61	11.85	11.49	10.26
ENSMUSG00000030934	86.85	65.45	91.75	103.89
ENSMUSG00000030935	0.0	0.0	0.0	0.0
ENSMUSG00000030942	51.18	47.79	41.54	43.11
ENSMUSG00000030945	0.0	0.0	0.0	0.0
ENSMUSG00000030946	15.67	21.16	43.31	51.21
ENSMUSG00000030954	0.0	0.0	0.0	0.0
ENSMUSG00000030956	10.19	29.81	4.27	6.07
ENSMUSG00000030960	65.67	84.48	58.96	56.46
ENSMUSG00000030963	0.0	0.0	0.0	0.0
ENSMUSG00000030965	28.06	30.73	20.17	32.75
ENSMUSG00000030966	1.47	1.06	3.25	0.0
ENSMUSG00000030967	25.36	24.96	34.01	24.9
ENSMUSG00000030968	0.0	1.4	0.0	0.0
ENSMUSG00000030970	97.07	129.8	72.99	64.53
ENSMUSG00000030972	0.0	0.0	0.0	0.0
ENSMUSG00000030976	0.0	0.0	0.0	0.0
ENSMUSG00000030978	48.65	49.63	21.47	24.92
ENSMUSG00000030979	38.74	32.88	32.47	45.91
ENSMUSG00000030980	31.76	33.36	23.69	25.57
ENSMUSG00000030981	0.0	0.0	0.0	0.0
ENSMUSG00000030982	68.98	66.11	78.68	44.72
ENSMUSG00000030983	92.49	104.95	75.78	83.65
ENSMUSG00000030986	26.1	34.11	30.08	39.54
ENSMUSG00000030987	15.22	8.84	15.6	17.21
ENSMUSG00000030990	42.92	29.57	86.83	70.27
ENSMUSG00000030994	0.0	0.0	0.0	0.0
ENSMUSG00000030996	3.03	0.0	0.0	6.85
ENSMUSG00000031004	23.21	31.31	9.08	8.46
ENSMUSG00000031007	38.24	66.69	88.29	78.6
ENSMUSG00000031010	56.63	65.2	41.02	57.53
ENSMUSG00000031012	49.88	66.38	46.56	37.38
ENSMUSG00000031015	10.6	7.84	4.25	6.54
ENSMUSG00000031016	12.72	7.81	0.0	1.6
ENSMUSG00000031021	51.54	45.2	66.91	75.87
ENSMUSG00000031022	0.0	0.0	0.0	0.0
ENSMUSG00000031023	17.79	18.67	9.18	0.0
ENSMUSG00000031024	11.79	12.12	11.06	15.3
ENSMUSG00000031026	2.5	0.6	5.51	4.36
ENSMUSG00000031027	1.83	11.54	0.0	10.95
ENSMUSG00000031028	95.76	114.33	176.33	168.64
ENSMUSG00000031029	129.78	117.88	91.1	94.67
ENSMUSG00000031059	202.69	228.17	218.99	188.29
ENSMUSG00000031060	58.26	81.34	70.27	68.11
ENSMUSG00000031065	225.93	252.84	297.29	302.24
ENSMUSG00000031066	84.9	111.04	89.83	96.78
ENSMUSG00000031068	109.31	129.18	103.97	124.59
ENSMUSG00000031070	5.87	2.88	9.4	1.6
ENSMUSG00000031072	38.8	71.86	94.06	24.18
ENSMUSG00000031073	22.93	20.28	10.14	3.46
ENSMUSG00000031074	7.03	2.6	12.18	3.98
ENSMUSG00000031075	37.23	7.01	2.85	4.75
ENSMUSG00000031077	5.99	13.27	2.2	6.01
ENSMUSG00000031078	231.78	258.51	182.59	167.05
ENSMUSG00000031079	0.83	0.62	0.92	0.63
ENSMUSG00000031085	0.0	0.0	0.0	0.0
ENSMUSG00000031089	0.0	0.0	0.0	0.0
ENSMUSG00000031090	10.35	15.59	1.67	9.55
ENSMUSG00000031093	16.75	20.56	12.65	18.39
ENSMUSG00000031095	26.89	22.19	21.03	21.13
ENSMUSG00000031097	13.81	0.0	0.0	69.04
ENSMUSG00000031098	0.0	0.0	6.66	0.0
ENSMUSG00000031099	16.83	20.53	18.68	20.1
ENSMUSG00000031101	2.98	0.0	1.65	0.0
ENSMUSG00000031103	5.89	1.94	0.0	0.99
ENSMUSG00000031104	88.45	73.4	110.69	98.64
ENSMUSG00000031105	39.77	33.94	23.6	48.04
ENSMUSG00000031107	14.31	21.08	21.08	1.8
ENSMUSG00000031109	4.57	20.57	10.78	8.44
ENSMUSG00000031111	0.0	1.64	11.11	14.28
ENSMUSG00000031112	11.26	4.42	1.69	3.74
ENSMUSG00000031118	0.0	0.0	0.0	0.0
ENSMUSG00000031119	30.13	20.02	6.65	4.54
ENSMUSG00000031125	0.0	0.0	0.0	0.0
ENSMUSG00000031129	4.52	1.67	4.99	6.81
ENSMUSG00000031130	0.0	1.06	0.0	1.08
ENSMUSG00000031131	0.0	0.0	0.0	0.0
ENSMUSG00000031132	0.0	0.0	0.0	0.0
ENSMUSG00000031133	3.2	7.65	4.69	2.23
ENSMUSG00000031134	232.97	282.4	159.06	162.8
ENSMUSG00000031137	171.69	98.9	208.05	176.01
ENSMUSG00000031138	0.0	0.0	0.0	0.0
ENSMUSG00000031139	1.82	0.0	4.03	1.37
ENSMUSG00000031142	0.0	0.47	0.0	0.0
ENSMUSG00000031143	27.96	25.89	38.52	21.02
ENSMUSG00000031144	121.77	190.18	322.45	407.24
ENSMUSG00000031145	12.14	7.37	0.0	0.0
ENSMUSG00000031146	45.12	39.07	29.83	14.52
ENSMUSG00000031147	3.23	2.37	0.0	0.0
ENSMUSG00000031148	38.81	24.24	25.33	30.26
ENSMUSG00000031149	80.91	114.21	139.63	107.4
ENSMUSG00000031150	38.64	66.83	34.18	111.92
ENSMUSG00000031153	78.05	75.14	67.98	97.11
ENSMUSG00000031154	71.5	90.26	42.83	37.07
ENSMUSG00000031155	20.0	14.75	13.26	23.44
ENSMUSG00000031156	51.56	16.35	32.16	37.52
ENSMUSG00000031157	151.31	278.09	198.64	187.71
ENSMUSG00000031158	50.78	44.97	39.26	67.04
ENSMUSG00000031160	0.0	0.0	0.0	0.0
ENSMUSG00000031161	150.15	79.61	144.07	118.22
ENSMUSG00000031162	0.0	1.6	0.0	1.63
ENSMUSG00000031163	0.0	0.0	0.0	0.0
ENSMUSG00000031165	0.0	0.0	0.0	1.45
ENSMUSG00000031166	223.47	171.41	309.33	222.21
ENSMUSG00000031167	437.14	443.71	310.27	441.37
ENSMUSG00000031168	19.16	27.76	45.28	32.54
ENSMUSG00000031169	97.93	90.67	95.06	98.26
ENSMUSG00000031170	22.32	17.59	27.13	26.68
ENSMUSG00000031171	40.52	48.92	51.54	50.32
ENSMUSG00000031173	0.0	0.0	0.0	0.0
ENSMUSG00000031174	18.58	29.92	17.93	21.82
ENSMUSG00000031176	14.94	57.06	82.45	55.25
ENSMUSG00000031179	0.0	0.0	0.0	0.0
ENSMUSG00000031181	0.0	0.0	0.0	0.0
ENSMUSG00000031182	0.0	0.0	0.0	0.0
ENSMUSG00000031189	17.86	6.58	9.49	13.37
ENSMUSG00000031194	0.0	0.0	0.0	0.0
ENSMUSG00000031196	1.04	0.39	0.0	0.39
ENSMUSG00000031197	52.88	113.29	103.5	118.11
ENSMUSG00000031198	17.19	15.0	17.26	17.67
ENSMUSG00000031200	32.93	17.74	13.14	53.83
ENSMUSG00000031201	25.38	49.24	33.53	23.56
ENSMUSG00000031202	10.38	20.46	20.37	20.0
ENSMUSG00000031204	0.0	0.0	0.0	2.63
ENSMUSG00000031207	41.59	46.58	15.67	24.43
ENSMUSG00000031209	8.83	2.48	1.31	3.22
ENSMUSG00000031210	0.0	6.76	10.05	8.43
ENSMUSG00000031212	0.0	0.0	0.0	1.08
ENSMUSG00000031214	18.39	17.94	44.15	35.12
ENSMUSG00000031216	6.63	10.74	2.57	9.79
ENSMUSG00000031217	50.73	92.67	34.65	26.39
ENSMUSG00000031220	2.07	0.0	0.0	0.0
ENSMUSG00000031221	50.59	49.82	50.08	50.86
ENSMUSG00000031224	1.75	12.89	21.22	26.34
ENSMUSG00000031226	23.43	17.89	11.7	15.01
ENSMUSG00000031227	95.85	93.07	126.68	117.58
ENSMUSG00000031229	149.37	118.93	92.2	91.73
ENSMUSG00000031230	0.0	0.0	0.0	0.0
ENSMUSG00000031231	174.66	720.3	364.33	1429.72
ENSMUSG00000031232	13.65	12.62	6.59	5.78
ENSMUSG00000031233	0.0	0.0	0.0	0.0
ENSMUSG00000031239	224.61	59.85	76.58	115.29
ENSMUSG00000031241	2.44	0.0	0.0	0.0
ENSMUSG00000031242	9.17	8.72	20.95	20.23
ENSMUSG00000031245	17.03	21.46	4.7	11.23
ENSMUSG00000031246	106.02	105.75	77.51	116.21
ENSMUSG00000031250	12.79	7.05	0.0	0.0
ENSMUSG00000031253	0.0	2.61	1.95	2.66
ENSMUSG00000031255	1.19	0.0	0.0	1.79
ENSMUSG00000031256	73.1	83.38	85.11	83.1
ENSMUSG00000031257	0.0	0.0	0.0	0.0
ENSMUSG00000031258	0.0	1.02	0.0	1.04
ENSMUSG00000031262	5.12	7.41	1.41	2.89
ENSMUSG00000031264	2.15	0.0	0.0	1.45
ENSMUSG00000031266	4.97	3.67	1.37	3.75
ENSMUSG00000031270	0.0	0.0	0.0	0.0
ENSMUSG00000031271	0.0	0.0	0.0	0.0
ENSMUSG00000031273	2.87	2.12	5.67	0.95
ENSMUSG00000031274	9.19	14.76	7.04	9.45
ENSMUSG00000031278	8.98	6.32	12.84	10.71
ENSMUSG00000031283	6.06	1.14	1.7	6.48
ENSMUSG00000031284	16.24	36.22	49.71	34.28
ENSMUSG00000031285	175.11	232.35	242.83	221.16
ENSMUSG00000031286	0.0	0.0	0.0	1.1
ENSMUSG00000031289	0.0	0.0	0.0	0.0
ENSMUSG00000031290	17.83	44.0	29.65	32.75
ENSMUSG00000031292	0.0	6.68	18.85	8.17
ENSMUSG00000031293	0.0	0.0	0.0	0.0
ENSMUSG00000031294	0.0	0.0	0.0	0.0
ENSMUSG00000031295	22.24	24.76	19.81	29.56
ENSMUSG00000031297	3.63	4.02	23.98	24.65
ENSMUSG00000031298	3.42	0.0	2.53	1.9
ENSMUSG00000031299	65.54	85.48	140.58	129.64
ENSMUSG00000031302	50.18	52.89	64.33	60.5
ENSMUSG00000031303	0.0	1.98	0.0	2.01
ENSMUSG00000031304	23.32	4.24	10.29	5.68
ENSMUSG00000031309	46.4	26.41	43.84	29.36
ENSMUSG00000031310	253.87	170.22	326.14	169.79
ENSMUSG00000031311	487.68	577.18	287.36	274.07
ENSMUSG00000031312	22.71	2.43	0.0	4.99
ENSMUSG00000031314	37.19	37.93	25.33	61.44
ENSMUSG00000031320	988.9	1222.81	1214.25	1165.0
ENSMUSG00000031323	3.88	3.14	4.74	3.23
ENSMUSG00000031325	0.0	0.0	0.0	0.0
ENSMUSG00000031326	0.0	0.0	0.0	0.0
ENSMUSG00000031327	3.61	8.0	5.68	6.21
ENSMUSG00000031328	310.17	416.35	555.68	438.6
ENSMUSG00000031329	0.0	0.0	0.0	0.0
ENSMUSG00000031330	0.0	0.0	0.0	0.0
ENSMUSG00000031333	7.49	7.0	8.2	6.11
ENSMUSG00000031337	4.38	4.11	4.57	6.37
ENSMUSG00000031340	6.3	0.0	2.45	2.71
ENSMUSG00000031342	155.23	204.36	271.22	274.61
ENSMUSG00000031343	28.81	18.14	59.34	58.69
ENSMUSG00000031344	2.05	3.46	9.2	2.35
ENSMUSG00000031347	39.77	42.21	73.45	84.28
ENSMUSG00000031349	24.38	34.59	64.21	60.79
