mouse_cns_E14_rep1	mouse_cns_E14_rep2	mouse_cns_E18_rep1	mouse_cns_E18_rep2
ENSMUSG00000026980	0.0	3.0	0.0	5.0
ENSMUSG00000026981	1.0	0.0	0.0	0.0
ENSMUSG00000026983	0.0	0.0	0.0	0.0
ENSMUSG00000026984	0.0	0.0	0.0	0.0
ENSMUSG00000026985	0.0	0.0	0.0	0.0
ENSMUSG00000026986	1.0	1.0	1.0	4.0
ENSMUSG00000026987	42.0	86.0	28.0	36.0
ENSMUSG00000026988	8.0	7.0	5.0	1.0
ENSMUSG00000026989	0.0	0.0	1.0	0.0
ENSMUSG00000026991	34.0	54.0	39.0	64.0
ENSMUSG00000026994	0.0	0.0	1.0	1.0
ENSMUSG00000026999	11.33	19.09	16.35	18.0
ENSMUSG00000027001	2.0	8.0	9.0	6.0
ENSMUSG00000027002	92.0	131.0	119.0	176.0
ENSMUSG00000027004	9.0	5.0	4.0	5.0
ENSMUSG00000027006	40.0	57.0	37.0	61.0
ENSMUSG00000027007	11.0	14.0	5.0	12.0
ENSMUSG00000027009	9.0	8.0	10.0	7.0
ENSMUSG00000027010	36.0	42.0	42.0	69.0
ENSMUSG00000027011	64.0	92.0	55.0	100.0
ENSMUSG00000027012	131.0	211.0	167.0	246.0
ENSMUSG00000027014	17.0	21.0	12.0	27.91
ENSMUSG00000027015	5.0	15.0	2.0	19.0
ENSMUSG00000027016	4.0	6.0	7.0	11.0
ENSMUSG00000027018	16.0	26.0	9.0	32.0
ENSMUSG00000027022	0.0	0.0	0.0	1.0
ENSMUSG00000027030	18.0	32.0	10.0	21.0
ENSMUSG00000027035	37.0	53.0	62.0	74.0
ENSMUSG00000027048	0.0	0.0	0.0	0.0
ENSMUSG00000027067	128.0	155.0	90.0	133.0
ENSMUSG00000027068	0.0	0.0	2.0	0.0
ENSMUSG00000027070	4.0	13.0	1.0	5.0
ENSMUSG00000027071	4.0	3.0	0.0	2.0
ENSMUSG00000027072	0.0	1.0	0.0	0.0
ENSMUSG00000027073	0.0	0.0	0.0	0.0
ENSMUSG00000027074	16.0	6.0	0.0	7.0
ENSMUSG00000027075	6.0	7.0	1.0	5.0
ENSMUSG00000027076	8.0	21.0	12.0	23.0
ENSMUSG00000027077	0.0	0.0	0.0	0.0
ENSMUSG00000027078	3.0	7.0	3.0	2.0
ENSMUSG00000027079	8.0	6.0	5.0	4.0
ENSMUSG00000027080	18.0	36.0	19.0	19.0
ENSMUSG00000027082	5.0	6.0	7.0	6.0
ENSMUSG00000027086	8.0	17.0	13.0	18.0
ENSMUSG00000027087	13.0	15.0	9.0	26.0
ENSMUSG00000027088	5.0	18.0	9.0	14.0
ENSMUSG00000027091	57.0	62.0	39.0	71.0
ENSMUSG00000027099	18.0	53.0	34.0	45.0
ENSMUSG00000027102	1.0	2.0	0.0	1.0
ENSMUSG00000027104	30.0	54.0	39.0	40.0
ENSMUSG00000027107	0.0	0.0	0.0	0.0
ENSMUSG00000027108	26.0	27.0	14.0	36.0
ENSMUSG00000027109	26.0	56.0	25.0	41.0
ENSMUSG00000027111	13.0	47.0	24.0	37.0
ENSMUSG00000027115	5.0	14.0	2.0	3.0
ENSMUSG00000027120	0.0	0.0	0.0	0.0
ENSMUSG00000027122	17.0	16.0	9.0	18.0
ENSMUSG00000027130	60.0	90.0	69.0	97.0
ENSMUSG00000027131	16.0	32.0	29.0	47.0
ENSMUSG00000027132	12.0	13.0	14.0	10.0
ENSMUSG00000027133	26.0	47.0	39.0	44.0
ENSMUSG00000027134	16.0	11.0	15.0	18.0
ENSMUSG00000027157	0.0	0.0	0.0	0.0
ENSMUSG00000027160	11.0	21.0	17.0	6.0
ENSMUSG00000027162	57.0	93.0	65.0	112.0
ENSMUSG00000027163	24.0	21.0	19.0	27.0
ENSMUSG00000027164	21.0	23.0	12.0	21.0
ENSMUSG00000027165	11.0	9.0	5.0	5.0
ENSMUSG00000027166	3.0	7.0	3.0	6.0
ENSMUSG00000027167	9.0	22.0	14.0	18.0
ENSMUSG00000027168	20.0	42.0	11.0	18.0
ENSMUSG00000027170	47.0	46.0	29.0	49.0
ENSMUSG00000027171	0.0	0.0	0.0	1.0
ENSMUSG00000027173	1.0	0.0	0.0	1.0
ENSMUSG00000027175	16.0	22.0	17.0	19.0
ENSMUSG00000027176	19.0	41.0	23.0	36.0
ENSMUSG00000027177	39.0	32.0	32.0	51.0
ENSMUSG00000027180	44.0	51.0	45.0	51.0
ENSMUSG00000027184	220.0	354.0	189.0	278.0
ENSMUSG00000027185	33.0	56.0	23.0	46.0
ENSMUSG00000027186	1.0	0.0	0.0	0.0
ENSMUSG00000027187	30.0	41.0	21.0	38.0
ENSMUSG00000027188	9.0	2.0	2.0	6.0
ENSMUSG00000027189	124.0	168.0	104.0	172.0
ENSMUSG00000027193	48.0	76.0	52.0	66.0
ENSMUSG00000027194	20.0	23.0	17.0	21.0
ENSMUSG00000027195	29.0	57.0	35.0	51.0
ENSMUSG00000027196	0.0	0.0	0.0	0.0
ENSMUSG00000027198	35.0	21.0	9.0	34.0
ENSMUSG00000027199	10.0	14.0	20.0	36.0
ENSMUSG00000027200	58.0	73.0	33.0	57.0
ENSMUSG00000027201	102.78	207.92	77.53	137.34
ENSMUSG00000027202	0.0	0.0	1.0	0.0
ENSMUSG00000027203	18.0	40.0	18.0	26.0
ENSMUSG00000027204	26.0	16.0	13.0	23.0
ENSMUSG00000027206	26.0	62.0	31.0	60.0
ENSMUSG00000027207	8.0	19.0	7.0	11.0
ENSMUSG00000027208	0.0	1.0	0.0	1.0
ENSMUSG00000027209	0.0	0.0	0.0	0.0
ENSMUSG00000027210	110.0	161.0	99.0	109.0
ENSMUSG00000027215	12.0	8.0	8.0	17.0
ENSMUSG00000027217	21.0	27.0	17.0	19.0
ENSMUSG00000027219	0.0	0.0	1.0	0.0
ENSMUSG00000027220	34.0	62.0	40.0	69.0
ENSMUSG00000027221	25.0	35.0	41.0	49.0
ENSMUSG00000027222	11.0	12.0	12.0	12.0
ENSMUSG00000027223	122.0	155.0	161.0	227.0
ENSMUSG00000027224	0.0	0.0	0.0	0.0
ENSMUSG00000027225	0.0	0.0	0.0	0.0
ENSMUSG00000027227	7.0	13.0	7.0	11.0
ENSMUSG00000027229	0.0	0.0	0.0	0.0
ENSMUSG00000027230	4.0	6.0	0.0	0.0
ENSMUSG00000027233	0.0	0.0	0.0	0.0
ENSMUSG00000027236	20.0	37.14	27.01	40.38
ENSMUSG00000027238	44.0	76.0	25.0	47.0
ENSMUSG00000027239	75.0	70.0	13.0	17.0
ENSMUSG00000027242	7.0	16.0	5.0	4.0
ENSMUSG00000027243	5.0	8.0	2.0	2.0
ENSMUSG00000027244	34.0	59.0	27.0	45.0
ENSMUSG00000027245	16.4	17.39	6.85	16.42
ENSMUSG00000027246	0.0	1.0	0.0	0.0
ENSMUSG00000027247	65.0	83.0	60.0	82.0
ENSMUSG00000027248	146.0	107.0	72.0	108.0
ENSMUSG00000027249	0.0	0.0	0.0	0.0
ENSMUSG00000027253	19.0	34.0	9.0	9.0
ENSMUSG00000027254	38.0	54.0	44.0	74.0
ENSMUSG00000027255	14.0	37.0	13.0	24.0
ENSMUSG00000027257	14.0	12.0	5.0	15.0
ENSMUSG00000027259	10.0	21.0	15.0	18.0
ENSMUSG00000027261	0.0	0.0	0.0	0.0
ENSMUSG00000027263	37.0	50.0	22.0	36.0
ENSMUSG00000027270	24.0	30.0	0.0	16.0
ENSMUSG00000027272	33.0	45.0	24.0	47.0
ENSMUSG00000027273	52.0	72.0	107.0	178.0
ENSMUSG00000027274	10.0	11.0	14.0	9.0
ENSMUSG00000027276	10.0	10.0	6.0	7.0
ENSMUSG00000027281	6.0	16.0	6.0	6.0
ENSMUSG00000027282	55.0	93.0	69.0	98.0
ENSMUSG00000027284	25.0	31.0	23.0	18.0
ENSMUSG00000027285	15.0	15.0	5.0	18.0
ENSMUSG00000027286	9.0	15.0	5.0	15.0
ENSMUSG00000027287	17.0	13.0	11.0	13.0
ENSMUSG00000027288	72.0	100.0	56.0	101.0
ENSMUSG00000027291	44.0	85.0	55.0	80.0
ENSMUSG00000027293	6.0	10.0	1.0	11.0
ENSMUSG00000027296	0.0	0.0	1.0	6.0
ENSMUSG00000027297	0.0	3.0	3.0	8.0
ENSMUSG00000027298	25.0	43.0	30.0	62.0
ENSMUSG00000027300	10.0	17.07	12.0	10.0
ENSMUSG00000027301	0.0	0.0	0.0	0.0
ENSMUSG00000027303	83.0	97.0	79.0	118.0
ENSMUSG00000027304	44.0	63.0	38.0	57.0
ENSMUSG00000027305	4.0	6.0	6.0	1.0
ENSMUSG00000027306	16.0	36.0	3.0	10.0
ENSMUSG00000027309	119.0	134.0	100.0	131.0
ENSMUSG00000027312	73.0	65.0	62.0	112.0
ENSMUSG00000027313	2.0	2.0	4.0	3.0
ENSMUSG00000027314	4.0	8.0	4.0	5.0
ENSMUSG00000027315	3.0	0.0	1.0	1.0
ENSMUSG00000027316	14.0	14.0	20.0	36.0
ENSMUSG00000027317	0.0	0.0	0.0	0.0
ENSMUSG00000027318	7.0	8.0	2.0	1.0
ENSMUSG00000027322	0.0	3.0	0.0	3.0
ENSMUSG00000027323	4.0	11.0	3.0	4.0
ENSMUSG00000027324	6.0	6.0	4.0	8.0
ENSMUSG00000027326	4.0	18.0	3.0	5.0
ENSMUSG00000027327	20.0	34.0	35.0	40.0
ENSMUSG00000027329	14.0	25.0	20.0	33.0
ENSMUSG00000027330	26.0	47.0	17.0	19.0
ENSMUSG00000027331	10.0	37.0	7.0	13.0
ENSMUSG00000027332	41.0	48.0	21.0	40.0
ENSMUSG00000027333	26.0	33.0	30.0	30.0
ENSMUSG00000027335	0.0	0.0	0.0	0.0
ENSMUSG00000027338	14.0	11.0	3.0	1.0
ENSMUSG00000027339	25.0	29.0	22.0	29.0
ENSMUSG00000027340	45.0	67.0	42.0	86.0
ENSMUSG00000027341	14.0	23.0	12.0	14.0
ENSMUSG00000027342	55.0	125.0	42.0	66.0
ENSMUSG00000027344	0.0	3.0	0.0	1.0
ENSMUSG00000027345	0.0	0.0	0.0	0.0
ENSMUSG00000027346	51.0	70.0	49.0	89.0
ENSMUSG00000027347	5.0	8.0	16.0	13.0
ENSMUSG00000027349	20.0	38.0	12.0	24.0
ENSMUSG00000027350	26.0	39.0	22.0	52.0
ENSMUSG00000027351	20.0	33.0	19.0	36.0
ENSMUSG00000027353	5.0	8.0	3.0	4.0
ENSMUSG00000027355	0.0	0.0	0.0	0.0
ENSMUSG00000027356	0.0	0.0	0.0	0.0
ENSMUSG00000027357	9.0	22.0	7.0	15.0
ENSMUSG00000027358	2.0	2.0	0.0	1.0
ENSMUSG00000027359	9.0	4.0	4.0	12.0
ENSMUSG00000027360	3.0	0.0	1.0	1.0
ENSMUSG00000027361	25.0	25.0	12.0	21.0
ENSMUSG00000027363	31.0	35.0	17.0	40.0
ENSMUSG00000027364	1.4	1.19	0.0	0.0
ENSMUSG00000027365	42.0	64.0	31.0	57.0
ENSMUSG00000027366	27.0	43.0	47.0	38.0
ENSMUSG00000027367	52.0	80.0	72.0	125.0
ENSMUSG00000027368	4.0	4.0	5.0	1.0
ENSMUSG00000027371	11.0	11.0	4.0	9.0
ENSMUSG00000027374	40.0	50.0	43.0	56.82
ENSMUSG00000027375	1.0	1.0	5.0	2.0
ENSMUSG00000027376	1.0	0.0	0.0	0.0
ENSMUSG00000027377	1.0	0.0	2.0	1.0
ENSMUSG00000027378	22.0	16.0	8.0	14.0
ENSMUSG00000027379	14.0	21.0	4.0	6.0
ENSMUSG00000027380	0.0	0.0	0.0	0.0
ENSMUSG00000027381	19.0	19.0	13.0	16.0
ENSMUSG00000027384	10.0	16.0	7.0	13.0
ENSMUSG00000027386	2.0	3.0	2.0	2.0
ENSMUSG00000027387	4.0	7.0	10.0	10.0
ENSMUSG00000027394	38.0	25.0	46.0	57.0
ENSMUSG00000027395	20.0	30.0	20.0	19.0
ENSMUSG00000027397	47.0	57.0	34.0	80.0
ENSMUSG00000027398	1.0	0.0	0.0	1.0
ENSMUSG00000027399	0.0	0.0	0.0	0.0
ENSMUSG00000027400	4.0	6.0	5.0	10.0
ENSMUSG00000027401	1.0	1.0	0.0	0.0
ENSMUSG00000027403	0.0	1.0	0.0	2.0
ENSMUSG00000027404	66.0	117.0	55.0	69.0
ENSMUSG00000027405	110.0	143.0	72.0	131.0
ENSMUSG00000027406	59.0	101.0	72.0	104.0
ENSMUSG00000027408	31.0	15.0	5.0	19.0
ENSMUSG00000027409	0.0	0.0	0.0	0.0
ENSMUSG00000027411	38.0	60.0	52.0	60.0
ENSMUSG00000027412	1.0	0.0	0.0	0.0
ENSMUSG00000027416	3.0	0.0	0.0	0.0
ENSMUSG00000027419	20.0	29.0	27.0	40.0
ENSMUSG00000027420	0.0	0.0	1.0	0.0
ENSMUSG00000027422	56.0	47.0	20.0	35.0
ENSMUSG00000027423	40.0	45.0	29.0	49.0
ENSMUSG00000027424	8.0	6.0	2.0	6.0
ENSMUSG00000027425	15.0	19.0	14.0	18.0
ENSMUSG00000027427	10.0	20.0	11.0	28.0
ENSMUSG00000027428	17.0	27.0	10.0	21.0
ENSMUSG00000027429	28.0	50.0	19.0	29.0
ENSMUSG00000027430	10.0	22.0	20.0	23.0
ENSMUSG00000027431	0.0	0.0	0.0	0.0
ENSMUSG00000027433	52.0	74.0	41.0	64.0
ENSMUSG00000027434	4.0	6.0	0.0	3.0
ENSMUSG00000027435	18.0	23.0	18.0	9.0
ENSMUSG00000027438	31.0	50.0	62.0	106.0
ENSMUSG00000027439	13.0	22.0	18.0	16.0
ENSMUSG00000027442	0.0	0.0	0.0	0.0
ENSMUSG00000027443	0.0	0.0	0.0	0.0
ENSMUSG00000027444	0.0	0.0	0.0	0.0
ENSMUSG00000027445	0.0	0.0	0.0	0.0
ENSMUSG00000027446	0.0	0.0	0.0	0.0
ENSMUSG00000027447	70.0	99.0	106.0	218.0
ENSMUSG00000027452	13.0	25.0	11.0	18.0
ENSMUSG00000027454	5.0	8.0	1.0	3.0
ENSMUSG00000027455	59.0	78.96	45.0	74.0
ENSMUSG00000027456	1.0	1.0	1.0	1.0
ENSMUSG00000027457	16.0	12.0	16.0	27.0
ENSMUSG00000027459	17.0	22.0	7.0	9.0
ENSMUSG00000027460	0.0	0.0	0.0	0.0
ENSMUSG00000027463	0.0	0.0	0.0	2.0
ENSMUSG00000027465	30.0	41.0	36.0	40.0
ENSMUSG00000027466	78.0	100.0	73.0	96.0
ENSMUSG00000027468	0.0	0.0	0.0	0.0
ENSMUSG00000027469	33.0	55.0	6.0	16.0
ENSMUSG00000027470	0.0	0.0	0.0	0.0
ENSMUSG00000027472	37.0	56.0	57.0	67.0
ENSMUSG00000027474	3.0	2.0	2.0	6.0
ENSMUSG00000027475	46.0	82.0	65.0	88.0
ENSMUSG00000027478	4.0	8.0	3.0	1.0
ENSMUSG00000027479	114.0	146.0	123.0	190.0
ENSMUSG00000027480	0.0	0.0	0.0	0.0
ENSMUSG00000027481	0.0	0.0	1.0	0.0
ENSMUSG00000027482	0.0	0.0	0.0	0.0
ENSMUSG00000027483	0.0	0.0	0.0	0.0
ENSMUSG00000027484	0.0	0.0	0.0	0.0
ENSMUSG00000027485	0.0	0.0	0.0	0.0
ENSMUSG00000027487	2.0	3.0	5.0	3.0
ENSMUSG00000027488	6.0	6.0	13.0	18.0
ENSMUSG00000027489	3.0	6.0	3.0	10.0
ENSMUSG00000027490	16.0	17.0	1.0	8.0
ENSMUSG00000027495	18.0	33.0	20.0	24.0
ENSMUSG00000027496	4.0	23.0	1.0	2.0
ENSMUSG00000027498	31.0	50.0	22.0	24.0
ENSMUSG00000027499	101.0	124.0	166.0	320.0
ENSMUSG00000027500	340.0	408.0	656.0	975.0
ENSMUSG00000027502	35.0	43.0	23.0	36.0
ENSMUSG00000027505	0.0	1.0	1.0	0.0
ENSMUSG00000027506	8.0	12.0	16.0	36.0
ENSMUSG00000027508	14.0	23.0	15.0	35.0
ENSMUSG00000027509	30.0	44.0	38.0	43.0
ENSMUSG00000027510	14.0	20.0	8.0	13.0
ENSMUSG00000027513	0.0	0.0	0.0	0.0
ENSMUSG00000027514	2.0	1.0	0.0	2.0
ENSMUSG00000027517	0.0	0.0	0.0	0.0
ENSMUSG00000027518	0.0	0.0	0.0	0.0
ENSMUSG00000027519	24.0	41.0	28.0	42.0
ENSMUSG00000027520	37.0	37.0	47.0	66.0
ENSMUSG00000027522	52.0	60.0	49.0	58.0
ENSMUSG00000027523	796.0	914.0	686.0	1059.0
ENSMUSG00000027524	3.0	4.0	2.0	6.0
ENSMUSG00000027525	28.0	46.0	53.0	57.0
ENSMUSG00000027528	0.0	0.0	0.0	0.0
ENSMUSG00000027530	0.0	0.0	0.0	0.0
ENSMUSG00000027531	21.0	41.0	30.0	46.0
ENSMUSG00000027533	103.0	155.96	129.92	196.86
ENSMUSG00000027534	9.0	18.0	27.0	40.0
ENSMUSG00000027536	0.0	0.0	0.0	0.0
ENSMUSG00000027540	42.0	80.0	50.0	49.0
ENSMUSG00000027544	8.0	7.0	2.0	1.0
ENSMUSG00000027546	143.0	177.0	210.0	275.0
ENSMUSG00000027547	2.0	0.0	0.0	0.0
ENSMUSG00000027550	16.0	22.48	18.12	17.0
ENSMUSG00000027551	22.0	17.0	10.0	22.0
ENSMUSG00000027552	11.0	13.0	5.0	11.0
ENSMUSG00000027555	2.0	2.0	1.0	1.0
ENSMUSG00000027556	0.0	0.0	0.0	0.0
ENSMUSG00000027559	4.0	0.0	0.0	5.0
ENSMUSG00000027560	15.0	16.0	19.0	26.0
ENSMUSG00000027562	9.0	13.0	3.0	12.0
ENSMUSG00000027564	0.0	0.0	0.0	0.0
ENSMUSG00000027566	53.0	72.0	54.0	81.0
ENSMUSG00000027568	1.0	4.0	9.0	18.0
ENSMUSG00000027569	34.0	45.0	24.0	40.0
ENSMUSG00000027570	105.0	26.0	24.0	35.0
ENSMUSG00000027573	20.0	28.0	27.0	38.0
ENSMUSG00000027574	9.0	15.0	3.0	8.0
ENSMUSG00000027575	52.0	55.0	62.0	90.0
ENSMUSG00000027577	30.0	21.0	19.0	23.0
ENSMUSG00000027579	0.0	0.0	0.0	0.0
ENSMUSG00000027580	8.0	3.0	12.0	6.0
ENSMUSG00000027581	174.0	263.0	239.0	414.0
ENSMUSG00000027582	98.3	127.86	72.75	118.11
ENSMUSG00000027583	16.0	17.0	15.0	18.0
ENSMUSG00000027584	44.0	69.0	45.0	85.0
ENSMUSG00000027589	42.0	35.0	33.0	54.0
ENSMUSG00000027593	116.0	154.0	82.0	109.0
ENSMUSG00000027596	1.0	1.0	0.0	0.0
ENSMUSG00000027597	46.93	68.83	33.63	40.45
ENSMUSG00000027598	22.0	41.0	11.0	36.0
ENSMUSG00000027599	20.0	33.0	26.0	37.0
ENSMUSG00000027601	18.0	25.0	13.0	21.0
ENSMUSG00000027602	54.0	54.0	74.0	122.0
ENSMUSG00000027603	41.0	69.0	49.0	88.0
ENSMUSG00000027605	10.0	24.0	6.0	25.0
ENSMUSG00000027606	0.0	0.0	0.0	0.0
ENSMUSG00000027610	3.0	4.0	0.0	4.0
ENSMUSG00000027611	1.0	2.0	0.0	0.0
ENSMUSG00000027612	55.0	79.0	66.0	115.0
ENSMUSG00000027613	21.0	37.0	21.0	45.0
ENSMUSG00000027615	6.0	18.0	10.0	18.0
ENSMUSG00000027618	5.0	16.0	16.0	21.0
ENSMUSG00000027620	111.0	149.0	68.0	90.0
ENSMUSG00000027624	86.0	114.0	129.0	190.0
ENSMUSG00000027628	22.0	33.0	16.0	32.0
ENSMUSG00000027630	34.0	41.0	22.0	48.0
ENSMUSG00000027634	53.0	106.0	117.0	181.0
ENSMUSG00000027635	13.0	20.0	5.0	6.0
ENSMUSG00000027636	0.0	0.0	0.0	0.0
ENSMUSG00000027637	23.0	32.0	21.0	40.0
ENSMUSG00000027639	22.0	20.0	5.0	19.0
ENSMUSG00000027641	23.0	31.0	4.0	13.0
ENSMUSG00000027642	113.0	123.0	73.0	110.0
ENSMUSG00000027643	0.0	0.0	1.0	0.0
ENSMUSG00000027646	61.0	78.0	58.0	87.0
ENSMUSG00000027649	23.0	54.0	19.0	35.0
ENSMUSG00000027650	19.0	24.0	14.0	19.0
ENSMUSG00000027651	35.0	46.0	21.0	29.0
ENSMUSG00000027652	58.0	83.0	65.0	87.0
ENSMUSG00000027654	11.0	17.0	0.0	6.0
ENSMUSG00000027655	10.0	28.0	13.0	32.0
ENSMUSG00000027656	0.0	0.0	0.0	0.0
ENSMUSG00000027660	36.0	35.0	20.0	43.0
ENSMUSG00000027661	3.0	2.0	1.0	1.0
ENSMUSG00000027663	25.0	46.0	24.0	21.0
ENSMUSG00000027665	30.0	63.0	34.0	48.0
ENSMUSG00000027667	26.0	23.0	10.0	17.0
ENSMUSG00000027668	46.0	50.0	54.0	62.0
ENSMUSG00000027669	40.0	35.0	52.0	62.0
ENSMUSG00000027670	0.0	0.0	0.0	0.0
ENSMUSG00000027671	16.0	37.0	6.0	19.0
ENSMUSG00000027673	30.0	47.0	22.0	46.0
ENSMUSG00000027674	2.0	8.0	6.0	12.0
ENSMUSG00000027676	11.0	12.0	21.0	28.0
ENSMUSG00000027677	67.0	85.0	63.0	85.0
ENSMUSG00000027678	30.0	43.0	27.0	57.0
ENSMUSG00000027679	10.0	29.0	22.0	26.0
ENSMUSG00000027680	35.0	39.0	35.0	38.0
ENSMUSG00000027684	11.0	4.0	5.0	5.0
ENSMUSG00000027690	0.0	0.0	0.0	0.0
ENSMUSG00000027692	67.0	78.0	70.0	108.0
ENSMUSG00000027694	0.0	0.0	1.28	1.07
ENSMUSG00000027695	4.0	3.0	3.0	9.0
ENSMUSG00000027698	2.0	4.0	12.0	11.0
ENSMUSG00000027699	13.0	24.0	0.0	8.0
ENSMUSG00000027702	1.0	0.0	0.0	0.0
ENSMUSG00000027703	0.0	0.0	0.0	0.0
ENSMUSG00000027706	44.0	55.0	45.0	83.0
ENSMUSG00000027708	13.0	20.0	17.76	25.0
ENSMUSG00000027709	13.0	16.0	9.0	19.0
ENSMUSG00000027710	23.0	37.0	27.0	39.0
ENSMUSG00000027712	40.0	18.0	19.0	28.0
ENSMUSG00000027713	0.0	0.0	0.0	0.0
ENSMUSG00000027714	20.0	24.0	13.0	19.0
ENSMUSG00000027715	47.0	85.0	17.0	28.0
ENSMUSG00000027716	8.0	8.0	9.0	14.0
ENSMUSG00000027718	0.0	0.0	0.0	0.0
ENSMUSG00000027719	1.0	0.0	0.0	0.0
ENSMUSG00000027720	0.0	0.0	0.0	0.0
ENSMUSG00000027722	5.0	3.0	5.0	5.0
ENSMUSG00000027737	4.0	10.0	13.0	13.0
ENSMUSG00000027739	8.0	21.0	13.0	33.0
ENSMUSG00000027742	29.0	44.0	29.0	40.0
ENSMUSG00000027744	0.0	0.0	0.0	0.0
ENSMUSG00000027746	28.0	27.0	24.0	39.0
ENSMUSG00000027748	3.0	11.0	11.0	16.0
ENSMUSG00000027750	132.0	41.0	15.0	45.0
ENSMUSG00000027751	60.0	73.0	55.0	76.0
ENSMUSG00000027752	16.0	40.0	14.0	32.0
ENSMUSG00000027761	0.0	0.0	0.0	0.0
ENSMUSG00000027762	0.0	0.0	0.0	0.0
ENSMUSG00000027763	11.0	13.0	8.0	11.0
ENSMUSG00000027765	1.0	2.0	1.0	8.0
ENSMUSG00000027770	42.0	60.0	35.0	55.0
ENSMUSG00000027774	13.0	21.0	13.0	20.0
ENSMUSG00000027775	16.0	42.0	13.0	19.0
ENSMUSG00000027776	0.0	0.0	0.0	0.0
ENSMUSG00000027777	29.0	58.0	34.0	61.0
ENSMUSG00000027778	12.0	24.0	7.0	9.0
ENSMUSG00000027782	36.0	63.0	42.0	65.0
ENSMUSG00000027783	0.0	0.0	0.0	0.0
ENSMUSG00000027784	27.0	36.0	25.0	58.0
ENSMUSG00000027787	11.0	10.0	5.0	10.0
ENSMUSG00000027788	0.0	0.0	0.0	0.0
ENSMUSG00000027790	0.0	0.0	0.0	0.0
ENSMUSG00000027792	1.0	2.0	0.0	5.0
ENSMUSG00000027793	1.0	0.0	0.0	1.0
ENSMUSG00000027794	0.0	0.0	0.0	0.0
ENSMUSG00000027796	3.0	1.0	0.0	4.0
ENSMUSG00000027797	168.0	273.0	296.0	401.0
ENSMUSG00000027799	100.0	171.0	161.0	214.0
ENSMUSG00000027800	6.0	9.0	6.0	5.0
ENSMUSG00000027801	0.0	0.0	0.0	0.0
ENSMUSG00000027803	25.0	36.0	14.0	15.0
ENSMUSG00000027804	44.0	67.0	37.0	74.0
ENSMUSG00000027805	188.0	314.0	230.0	342.0
ENSMUSG00000027806	18.0	32.0	16.0	39.0
ENSMUSG00000027808	41.0	53.0	21.0	38.0
ENSMUSG00000027809	25.0	25.0	20.0	22.0
ENSMUSG00000027810	19.0	28.0	18.0	14.0
ENSMUSG00000027811	4.0	1.0	5.0	1.0
ENSMUSG00000027820	11.0	2.0	1.0	3.0
ENSMUSG00000027822	14.0	11.0	9.0	26.0
ENSMUSG00000027823	31.0	44.0	32.0	55.0
ENSMUSG00000027824	0.0	0.0	0.0	1.0
ENSMUSG00000027827	2.0	1.0	6.0	10.0
ENSMUSG00000027828	96.0	120.0	79.0	129.0
ENSMUSG00000027829	36.0	61.0	38.0	53.0
ENSMUSG00000027831	2.0	7.0	1.0	6.0
ENSMUSG00000027832	4.0	13.0	2.0	2.0
ENSMUSG00000027833	23.0	16.0	9.0	9.0
ENSMUSG00000027834	30.0	81.0	44.0	95.0
ENSMUSG00000027835	9.0	21.0	16.0	27.0
ENSMUSG00000027840	3.0	2.0	1.0	0.0
ENSMUSG00000027843	0.0	0.0	1.0	2.0
ENSMUSG00000027845	5.0	14.0	10.0	8.0
ENSMUSG00000027848	19.0	8.0	4.0	6.0
ENSMUSG00000027849	9.0	23.0	15.0	24.0
ENSMUSG00000027852	49.0	92.0	61.0	61.0
ENSMUSG00000027854	28.0	40.0	24.0	42.0
ENSMUSG00000027855	0.0	0.0	0.0	0.0
ENSMUSG00000027857	0.0	0.0	0.0	0.0
ENSMUSG00000027858	8.0	5.0	6.0	18.0
ENSMUSG00000027859	2.0	2.0	0.0	0.0
ENSMUSG00000027860	6.0	6.0	2.0	7.0
ENSMUSG00000027861	5.0	0.0	1.0	4.0
ENSMUSG00000027863	0.0	0.0	0.0	0.0
ENSMUSG00000027864	22.0	36.0	24.0	30.0
ENSMUSG00000027865	18.0	19.0	22.0	24.0
ENSMUSG00000027867	0.0	0.0	1.0	0.0
ENSMUSG00000027868	7.0	4.0	2.0	4.0
ENSMUSG00000027869	2.0	1.0	0.0	0.0
ENSMUSG00000027870	0.0	0.0	0.0	0.0
ENSMUSG00000027871	0.0	0.0	0.0	0.0
ENSMUSG00000027875	12.0	8.0	7.0	11.0
ENSMUSG00000027876	0.0	0.0	0.0	0.0
ENSMUSG00000027878	61.0	75.0	17.0	27.0
ENSMUSG00000027879	36.0	37.0	45.0	39.0
ENSMUSG00000027880	0.0	0.0	0.0	0.0
ENSMUSG00000027881	47.0	76.0	36.0	62.0
ENSMUSG00000027882	7.0	6.0	2.0	9.0
ENSMUSG00000027883	14.0	20.0	9.0	9.0
ENSMUSG00000027884	14.0	14.0	13.0	16.0
ENSMUSG00000027886	0.0	0.0	0.0	1.0
ENSMUSG00000027887	1.0	1.0	1.0	3.0
ENSMUSG00000027889	58.0	70.0	52.0	65.0
ENSMUSG00000027890	3.0	6.0	9.0	6.0
ENSMUSG00000027893	103.0	186.0	118.0	228.0
ENSMUSG00000027894	29.0	47.0	82.0	85.0
ENSMUSG00000027895	6.0	4.0	13.0	26.0
ENSMUSG00000027896	0.0	0.0	0.0	0.0
